RA,DA,RB,DB,R,id,participant_number
69,0,85,91,0,178,412729-412720-42946670
49,0,60,89,0,178,412729-412720-42946670
80,0,85,157,0,178,412729-412720-42946670
24,0,35,29,0,178,412729-412720-42946670
33,0,80,14,1,178,412729-412720-42946670
28,0,30,179,0,178,412729-412720-42946670
34,0,50,30,0,178,412729-412720-42946670
25,0,30,80,0,178,412729-412720-42946670
41,0,75,20,1,178,412729-412720-42946670
54,0,60,111,0,178,412729-412720-42946670
54,0,80,30,1,178,412729-412720-42946670
22,0,25,136,0,178,412729-412720-42946670
20,0,55,7,1,178,412729-412720-42946670
54,0,55,117,0,179,412729-412720-42632986
55,0,75,61,0,179,412729-412720-42632986
19,0,25,53,0,179,412729-412720-42632986
31,0,85,7,0,179,412729-412720-42632986
14,0,25,19,0,179,412729-412720-42632986
47,0,50,160,0,179,412729-412720-42632986
15,0,35,13,1,179,412729-412720-42632986
25,0,60,14,1,179,412729-412720-42632986
78,0,80,162,0,179,412729-412720-42632986
40,0,55,62,0,179,412729-412720-42632986
11,0,30,7,1,179,412729-412720-42632986
67,0,75,119,0,179,412729-412720-42632986
34,0,35,186,0,179,412729-412720-42632986
27,0,50,21,0,179,412729-412720-42632986
69,0,85,91,0,179,412729-412720-42632986
49,0,60,89,0,179,412729-412720-42632986
80,0,85,157,0,179,412729-412720-42632986
24,0,35,29,0,179,412729-412720-42632986
33,0,80,14,1,179,412729-412720-42632986
28,0,30,179,0,179,412729-412720-42632986
34,0,50,30,0,179,412729-412720-42632986
25,0,30,80,0,179,412729-412720-42632986
41,0,75,20,0,179,412729-412720-42632986
54,0,60,111,0,179,412729-412720-42632986
54,0,80,30,0,179,412729-412720-42632986
22,0,25,136,0,179,412729-412720-42632986
20,0,55,7,1,179,412729-412720-42632986
54,0,55,117,0,180,412729-412720-42945695
55,0,75,61,0,180,412729-412720-42945695
19,0,25,53,0,180,412729-412720-42945695
31,0,85,7,1,180,412729-412720-42945695
14,0,25,19,0,180,412729-412720-42945695
47,0,50,160,0,180,412729-412720-42945695
15,0,35,13,1,180,412729-412720-42945695
25,0,60,14,1,180,412729-412720-42945695
78,0,80,162,0,180,412729-412720-42945695
40,0,55,62,0,180,412729-412720-42945695
11,0,30,7,1,180,412729-412720-42945695
67,0,75,119,0,180,412729-412720-42945695
34,0,35,186,0,180,412729-412720-42945695
27,0,50,21,1,180,412729-412720-42945695
69,0,85,91,0,180,412729-412720-42945695
49,0,60,89,0,180,412729-412720-42945695
80,0,85,157,0,180,412729-412720-42945695
24,0,35,29,0,180,412729-412720-42945695
33,0,80,14,1,180,412729-412720-42945695
28,0,30,179,0,180,412729-412720-42945695
34,0,50,30,0,180,412729-412720-42945695
25,0,30,80,0,180,412729-412720-42945695
41,0,75,20,0,180,412729-412720-42945695
54,0,60,111,0,180,412729-412720-42945695
54,0,80,30,0,180,412729-412720-42945695
22,0,25,136,0,180,412729-412720-42945695
20,0,55,7,1,180,412729-412720-42945695
54,0,55,117,0,181,412729-412720-43237610
55,0,75,61,0,181,412729-412720-43237610
19,0,25,53,0,181,412729-412720-43237610
31,0,85,7,1,181,412729-412720-43237610
14,0,25,19,0,181,412729-412720-43237610
47,0,50,160,0,181,412729-412720-43237610
15,0,35,13,1,181,412729-412720-43237610
25,0,60,14,1,181,412729-412720-43237610
78,0,80,162,0,181,412729-412720-43237610
40,0,55,62,0,181,412729-412720-43237610
11,0,30,7,1,181,412729-412720-43237610
67,0,75,119,0,181,412729-412720-43237610
34,0,35,186,0,181,412729-412720-43237610
27,0,50,21,0,181,412729-412720-43237610
69,0,85,91,0,181,412729-412720-43237610
49,0,60,89,0,181,412729-412720-43237610
80,0,85,157,0,181,412729-412720-43237610
24,0,35,29,0,181,412729-412720-43237610
33,0,80,14,1,181,412729-412720-43237610
28,0,30,179,0,181,412729-412720-43237610
34,0,50,30,0,181,412729-412720-43237610
25,0,30,80,0,181,412729-412720-43237610
41,0,75,20,1,181,412729-412720-43237610
54,0,60,111,0,181,412729-412720-43237610
54,0,80,30,1,181,412729-412720-43237610
22,0,25,136,0,181,412729-412720-43237610
20,0,55,7,1,181,412729-412720-43237610
54,0,55,117,0,182,412729-412720-42950156
55,0,75,61,1,182,412729-412720-42950156
19,0,25,53,0,182,412729-412720-42950156
31,0,85,7,1,182,412729-412720-42950156
14,0,25,19,1,182,412729-412720-42950156
47,0,50,160,0,182,412729-412720-42950156
15,0,35,13,1,182,412729-412720-42950156
25,0,60,14,1,182,412729-412720-42950156
78,0,80,162,0,182,412729-412720-42950156
40,0,55,62,0,182,412729-412720-42950156
11,0,30,7,1,182,412729-412720-42950156
67,0,75,119,0,182,412729-412720-42950156
34,0,35,186,0,182,412729-412720-42950156
27,0,50,21,1,182,412729-412720-42950156
69,0,85,91,0,182,412729-412720-42950156
49,0,60,89,0,182,412729-412720-42950156
80,0,85,157,0,182,412729-412720-42950156
24,0,35,29,0,182,412729-412720-42950156
33,0,80,14,1,182,412729-412720-42950156
28,0,30,179,0,182,412729-412720-42950156
34,0,50,30,1,182,412729-412720-42950156
25,0,30,80,0,182,412729-412720-42950156
41,0,75,20,1,182,412729-412720-42950156
54,0,60,111,0,182,412729-412720-42950156
54,0,80,30,1,182,412729-412720-42950156
22,0,25,136,0,182,412729-412720-42950156
20,0,55,7,1,182,412729-412720-42950156
54,0,55,117,0,183,412729-412720-42635901
55,0,75,61,1,183,412729-412720-42635901
19,0,25,53,1,183,412729-412720-42635901
31,0,85,7,1,183,412729-412720-42635901
14,0,25,19,1,183,412729-412720-42635901
47,0,50,160,0,183,412729-412720-42635901
15,0,35,13,1,183,412729-412720-42635901
25,0,60,14,1,183,412729-412720-42635901
78,0,80,162,0,183,412729-412720-42635901
40,0,55,62,1,183,412729-412720-42635901
11,0,30,7,1,183,412729-412720-42635901
67,0,75,119,0,183,412729-412720-42635901
34,0,35,186,0,183,412729-412720-42635901
27,0,50,21,1,183,412729-412720-42635901
69,0,85,91,1,183,412729-412720-42635901
49,0,60,89,1,183,412729-412720-42635901
80,0,85,157,0,183,412729-412720-42635901
24,0,35,29,1,183,412729-412720-42635901
33,0,80,14,1,183,412729-412720-42635901
28,0,30,179,0,183,412729-412720-42635901
34,0,50,30,1,183,412729-412720-42635901
25,0,30,80,0,183,412729-412720-42635901
41,0,75,20,1,183,412729-412720-42635901
54,0,60,111,0,183,412729-412720-42635901
54,0,80,30,1,183,412729-412720-42635901
22,0,25,136,0,183,412729-412720-42635901
20,0,55,7,1,183,412729-412720-42635901
54,0,55,117,0,184,412729-412720-42950790
55,0,75,61,1,184,412729-412720-42950790
19,0,25,53,0,184,412729-412720-42950790
31,0,85,7,1,184,412729-412720-42950790
14,0,25,19,0,184,412729-412720-42950790
47,0,50,160,0,184,412729-412720-42950790
15,0,35,13,1,184,412729-412720-42950790
25,0,60,14,1,184,412729-412720-42950790
78,0,80,162,0,184,412729-412720-42950790
40,0,55,62,0,184,412729-412720-42950790
11,0,30,7,1,184,412729-412720-42950790
67,0,75,119,0,184,412729-412720-42950790
34,0,35,186,0,184,412729-412720-42950790
27,0,50,21,1,184,412729-412720-42950790
69,0,85,91,0,184,412729-412720-42950790
49,0,60,89,0,184,412729-412720-42950790
80,0,85,157,0,184,412729-412720-42950790
24,0,35,29,0,184,412729-412720-42950790
33,0,80,14,1,184,412729-412720-42950790
28,0,30,179,0,184,412729-412720-42950790
34,0,50,30,0,184,412729-412720-42950790
25,0,30,80,0,184,412729-412720-42950790
41,0,75,20,1,184,412729-412720-42950790
54,0,60,111,0,184,412729-412720-42950790
54,0,80,30,1,184,412729-412720-42950790
22,0,25,136,0,184,412729-412720-42950790
20,0,55,7,1,184,412729-412720-42950790
54,0,55,117,0,185,412729-412720-42624622
55,0,75,61,1,185,412729-412720-42624622
19,0,25,53,1,185,412729-412720-42624622
31,0,85,7,1,185,412729-412720-42624622
14,0,25,19,1,185,412729-412720-42624622
47,0,50,160,0,185,412729-412720-42624622
15,0,35,13,1,185,412729-412720-42624622
25,0,60,14,1,185,412729-412720-42624622
78,0,80,162,0,185,412729-412720-42624622
40,0,55,62,1,185,412729-412720-42624622
11,0,30,7,1,185,412729-412720-42624622
67,0,75,119,0,185,412729-412720-42624622
34,0,35,186,0,185,412729-412720-42624622
27,0,50,21,1,185,412729-412720-42624622
69,0,85,91,1,185,412729-412720-42624622
49,0,60,89,0,185,412729-412720-42624622
80,0,85,157,0,185,412729-412720-42624622
24,0,35,29,1,185,412729-412720-42624622
33,0,80,14,1,185,412729-412720-42624622
28,0,30,179,0,185,412729-412720-42624622
34,0,50,30,1,185,412729-412720-42624622
25,0,30,80,0,185,412729-412720-42624622
41,0,75,20,1,185,412729-412720-42624622
54,0,60,111,0,185,412729-412720-42624622
54,0,80,30,1,185,412729-412720-42624622
22,0,25,136,0,185,412729-412720-42624622
20,0,55,7,1,185,412729-412720-42624622
54,0,55,117,0,186,412729-412720-42625952
55,0,75,61,1,186,412729-412720-42625952
19,0,25,53,0,186,412729-412720-42625952
31,0,85,7,1,186,412729-412720-42625952
14,0,25,19,1,186,412729-412720-42625952
47,0,50,160,0,186,412729-412720-42625952
15,0,35,13,1,186,412729-412720-42625952
25,0,60,14,1,186,412729-412720-42625952
78,0,80,162,0,186,412729-412720-42625952
40,0,55,62,1,186,412729-412720-42625952
11,0,30,7,1,186,412729-412720-42625952
67,0,75,119,0,186,412729-412720-42625952
34,0,35,186,0,186,412729-412720-42625952
27,0,50,21,1,186,412729-412720-42625952
69,0,85,91,0,186,412729-412720-42625952
49,0,60,89,0,186,412729-412720-42625952
80,0,85,157,0,186,412729-412720-42625952
24,0,35,29,0,186,412729-412720-42625952
33,0,80,14,1,186,412729-412720-42625952
28,0,30,179,0,186,412729-412720-42625952
34,0,50,30,1,186,412729-412720-42625952
25,0,30,80,0,186,412729-412720-42625952
41,0,75,20,1,186,412729-412720-42625952
54,0,60,111,0,186,412729-412720-42625952
54,0,80,30,1,186,412729-412720-42625952
22,0,25,136,0,186,412729-412720-42625952
20,0,55,7,1,186,412729-412720-42625952
54,0,55,117,1,187,412729-412720-42649549
55,0,75,61,1,187,412729-412720-42649549
19,0,25,53,1,187,412729-412720-42649549
31,0,85,7,1,187,412729-412720-42649549
14,0,25,19,1,187,412729-412720-42649549
47,0,50,160,1,187,412729-412720-42649549
15,0,35,13,1,187,412729-412720-42649549
25,0,60,14,1,187,412729-412720-42649549
78,0,80,162,0,187,412729-412720-42649549
40,0,55,62,1,187,412729-412720-42649549
11,0,30,7,1,187,412729-412720-42649549
67,0,75,119,1,187,412729-412720-42649549
34,0,35,186,0,187,412729-412720-42649549
27,0,50,21,1,187,412729-412720-42649549
69,0,85,91,1,187,412729-412720-42649549
49,0,60,89,1,187,412729-412720-42649549
80,0,85,157,0,187,412729-412720-42649549
24,0,35,29,1,187,412729-412720-42649549
33,0,80,14,1,187,412729-412720-42649549
28,0,30,179,0,187,412729-412720-42649549
34,0,50,30,1,187,412729-412720-42649549
25,0,30,80,0,187,412729-412720-42649549
41,0,75,20,1,187,412729-412720-42649549
54,0,60,111,0,187,412729-412720-42649549
54,0,80,30,1,187,412729-412720-42649549
22,0,25,136,0,187,412729-412720-42649549
20,0,55,7,1,187,412729-412720-42649549
54,0,55,117,0,188,412729-412720-42634595
55,0,75,61,1,188,412729-412720-42634595
19,0,25,53,1,188,412729-412720-42634595
31,0,85,7,1,188,412729-412720-42634595
14,0,25,19,1,188,412729-412720-42634595
47,0,50,160,1,188,412729-412720-42634595
15,0,35,13,1,188,412729-412720-42634595
25,0,60,14,1,188,412729-412720-42634595
78,0,80,162,0,188,412729-412720-42634595
40,0,55,62,1,188,412729-412720-42634595
11,0,30,7,1,188,412729-412720-42634595
67,0,75,119,0,188,412729-412720-42634595
34,0,35,186,0,188,412729-412720-42634595
27,0,50,21,1,188,412729-412720-42634595
69,0,85,91,0,188,412729-412720-42634595
49,0,60,89,0,188,412729-412720-42634595
80,0,85,157,0,188,412729-412720-42634595
24,0,35,29,0,188,412729-412720-42634595
33,0,80,14,1,188,412729-412720-42634595
28,0,30,179,0,188,412729-412720-42634595
34,0,50,30,1,188,412729-412720-42634595
25,0,30,80,0,188,412729-412720-42634595
41,0,75,20,1,188,412729-412720-42634595
54,0,60,111,0,188,412729-412720-42634595
54,0,80,30,1,188,412729-412720-42634595
22,0,25,136,0,188,412729-412720-42634595
20,0,55,7,1,188,412729-412720-42634595
54,0,55,117,0,189,412729-412720-42945254
55,0,75,61,1,189,412729-412720-42945254
19,0,25,53,0,189,412729-412720-42945254
31,0,85,7,1,189,412729-412720-42945254
14,0,25,19,1,189,412729-412720-42945254
47,0,50,160,0,189,412729-412720-42945254
15,0,35,13,1,189,412729-412720-42945254
25,0,60,14,1,189,412729-412720-42945254
78,0,80,162,0,189,412729-412720-42945254
40,0,55,62,0,189,412729-412720-42945254
11,0,30,7,1,189,412729-412720-42945254
67,0,75,119,0,189,412729-412720-42945254
34,0,35,186,0,189,412729-412720-42945254
27,0,50,21,1,189,412729-412720-42945254
69,0,85,91,0,189,412729-412720-42945254
49,0,60,89,0,189,412729-412720-42945254
80,0,85,157,0,189,412729-412720-42945254
24,0,35,29,0,189,412729-412720-42945254
33,0,80,14,1,189,412729-412720-42945254
28,0,30,179,0,189,412729-412720-42945254
34,0,50,30,0,189,412729-412720-42945254
25,0,30,80,0,189,412729-412720-42945254
41,0,75,20,1,189,412729-412720-42945254
54,0,60,111,0,189,412729-412720-42945254
54,0,80,30,1,189,412729-412720-42945254
22,0,25,136,0,189,412729-412720-42945254
20,0,55,7,1,189,412729-412720-42945254
54,0,55,117,0,190,412729-412720-42653222
55,0,75,61,1,190,412729-412720-42653222
19,0,25,53,1,190,412729-412720-42653222
31,0,85,7,1,190,412729-412720-42653222
14,0,25,19,1,190,412729-412720-42653222
47,0,50,160,0,190,412729-412720-42653222
15,0,35,13,1,190,412729-412720-42653222
25,0,60,14,1,190,412729-412720-42653222
78,0,80,162,0,190,412729-412720-42653222
40,0,55,62,1,190,412729-412720-42653222
11,0,30,7,1,190,412729-412720-42653222
67,0,75,119,0,190,412729-412720-42653222
34,0,35,186,0,190,412729-412720-42653222
27,0,50,21,1,190,412729-412720-42653222
69,0,85,91,1,190,412729-412720-42653222
49,0,60,89,1,190,412729-412720-42653222
80,0,85,157,0,190,412729-412720-42653222
24,0,35,29,1,190,412729-412720-42653222
33,0,80,14,1,190,412729-412720-42653222
28,0,30,179,0,190,412729-412720-42653222
34,0,50,30,1,190,412729-412720-42653222
25,0,30,80,0,190,412729-412720-42653222
41,0,75,20,1,190,412729-412720-42653222
54,0,60,111,0,190,412729-412720-42653222
54,0,80,30,1,190,412729-412720-42653222
22,0,25,136,0,190,412729-412720-42653222
20,0,55,7,1,190,412729-412720-42653222
54,0,55,117,1,191,412729-412720-42950216
55,0,75,61,1,191,412729-412720-42950216
19,0,25,53,1,191,412729-412720-42950216
31,0,85,7,1,191,412729-412720-42950216
14,0,25,19,1,191,412729-412720-42950216
47,0,50,160,1,191,412729-412720-42950216
15,0,35,13,1,191,412729-412720-42950216
25,0,60,14,1,191,412729-412720-42950216
78,0,80,162,1,191,412729-412720-42950216
40,0,55,62,1,191,412729-412720-42950216
11,0,30,7,1,191,412729-412720-42950216
67,0,75,119,1,191,412729-412720-42950216
34,0,35,186,1,191,412729-412720-42950216
27,0,50,21,1,191,412729-412720-42950216
69,0,85,91,1,191,412729-412720-42950216
49,0,60,89,1,191,412729-412720-42950216
80,0,85,157,1,191,412729-412720-42950216
24,0,35,29,1,191,412729-412720-42950216
33,0,80,14,1,191,412729-412720-42950216
28,0,30,179,1,191,412729-412720-42950216
34,0,50,30,1,191,412729-412720-42950216
25,0,30,80,1,191,412729-412720-42950216
41,0,75,20,1,191,412729-412720-42950216
54,0,60,111,1,191,412729-412720-42950216
54,0,80,30,1,191,412729-412720-42950216
22,0,25,136,1,191,412729-412720-42950216
20,0,55,7,1,191,412729-412720-42950216
54,0,55,117,0,192,412729-412720-43158111
55,0,75,61,0,192,412729-412720-43158111
19,0,25,53,0,192,412729-412720-43158111
31,0,85,7,1,192,412729-412720-43158111
14,0,25,19,0,192,412729-412720-43158111
47,0,50,160,0,192,412729-412720-43158111
15,0,35,13,1,192,412729-412720-43158111
25,0,60,14,1,192,412729-412720-43158111
78,0,80,162,0,192,412729-412720-43158111
40,0,55,62,0,192,412729-412720-43158111
11,0,30,7,1,192,412729-412720-43158111
67,0,75,119,0,192,412729-412720-43158111
34,0,35,186,0,192,412729-412720-43158111
27,0,50,21,0,192,412729-412720-43158111
69,0,85,91,0,192,412729-412720-43158111
49,0,60,89,0,192,412729-412720-43158111
80,0,85,157,0,192,412729-412720-43158111
24,0,35,29,0,192,412729-412720-43158111
33,0,80,14,1,192,412729-412720-43158111
28,0,30,179,0,192,412729-412720-43158111
34,0,50,30,0,192,412729-412720-43158111
25,0,30,80,0,192,412729-412720-43158111
41,0,75,20,1,192,412729-412720-43158111
54,0,60,111,0,192,412729-412720-43158111
54,0,80,30,0,192,412729-412720-43158111
22,0,25,136,0,192,412729-412720-43158111
20,0,55,7,1,192,412729-412720-43158111
54,0,55,117,0,193,412729-412720-42633005
55,0,75,61,1,193,412729-412720-42633005
19,0,25,53,1,193,412729-412720-42633005
31,0,85,7,1,193,412729-412720-42633005
14,0,25,19,1,193,412729-412720-42633005
47,0,50,160,0,193,412729-412720-42633005
15,0,35,13,1,193,412729-412720-42633005
25,0,60,14,1,193,412729-412720-42633005
78,0,80,162,0,193,412729-412720-42633005
40,0,55,62,1,193,412729-412720-42633005
11,0,30,7,1,193,412729-412720-42633005
67,0,75,119,1,193,412729-412720-42633005
34,0,35,186,0,193,412729-412720-42633005
27,0,50,21,1,193,412729-412720-42633005
69,0,85,91,1,193,412729-412720-42633005
49,0,60,89,1,193,412729-412720-42633005
80,0,85,157,0,193,412729-412720-42633005
24,0,35,29,1,193,412729-412720-42633005
33,0,80,14,1,193,412729-412720-42633005
28,0,30,179,0,193,412729-412720-42633005
34,0,50,30,1,193,412729-412720-42633005
25,0,30,80,0,193,412729-412720-42633005
41,0,75,20,1,193,412729-412720-42633005
54,0,60,111,0,193,412729-412720-42633005
54,0,80,30,1,193,412729-412720-42633005
22,0,25,136,0,193,412729-412720-42633005
20,0,55,7,1,193,412729-412720-42633005
54,0,55,117,0,194,412729-412720-42948158
55,0,75,61,0,194,412729-412720-42948158
19,0,25,53,0,194,412729-412720-42948158
31,0,85,7,1,194,412729-412720-42948158
14,0,25,19,1,194,412729-412720-42948158
47,0,50,160,0,194,412729-412720-42948158
15,0,35,13,1,194,412729-412720-42948158
25,0,60,14,1,194,412729-412720-42948158
78,0,80,162,0,194,412729-412720-42948158
40,0,55,62,0,194,412729-412720-42948158
11,0,30,7,1,194,412729-412720-42948158
67,0,75,119,0,194,412729-412720-42948158
34,0,35,186,0,194,412729-412720-42948158
27,0,50,21,1,194,412729-412720-42948158
69,0,85,91,0,194,412729-412720-42948158
49,0,60,89,0,194,412729-412720-42948158
80,0,85,157,0,194,412729-412720-42948158
24,0,35,29,0,194,412729-412720-42948158
33,0,80,14,1,194,412729-412720-42948158
28,0,30,179,0,194,412729-412720-42948158
34,0,50,30,1,194,412729-412720-42948158
25,0,30,80,0,194,412729-412720-42948158
41,0,75,20,1,194,412729-412720-42948158
54,0,60,111,0,194,412729-412720-42948158
54,0,80,30,1,194,412729-412720-42948158
22,0,25,136,0,194,412729-412720-42948158
20,0,55,7,1,194,412729-412720-42948158
54,0,55,117,0,195,412729-412720-42653998
55,0,75,61,1,195,412729-412720-42653998
19,0,25,53,1,195,412729-412720-42653998
31,0,85,7,1,195,412729-412720-42653998
14,0,25,19,1,195,412729-412720-42653998
47,0,50,160,0,195,412729-412720-42653998
15,0,35,13,1,195,412729-412720-42653998
25,0,60,14,1,195,412729-412720-42653998
78,0,80,162,0,195,412729-412720-42653998
40,0,55,62,1,195,412729-412720-42653998
11,0,30,7,1,195,412729-412720-42653998
67,0,75,119,0,195,412729-412720-42653998
34,0,35,186,0,195,412729-412720-42653998
27,0,50,21,1,195,412729-412720-42653998
69,0,85,91,1,195,412729-412720-42653998
49,0,60,89,1,195,412729-412720-42653998
80,0,85,157,0,195,412729-412720-42653998
24,0,35,29,1,195,412729-412720-42653998
33,0,80,14,1,195,412729-412720-42653998
28,0,30,179,0,195,412729-412720-42653998
34,0,50,30,1,195,412729-412720-42653998
25,0,30,80,0,195,412729-412720-42653998
41,0,75,20,1,195,412729-412720-42653998
54,0,60,111,0,195,412729-412720-42653998
54,0,80,30,1,195,412729-412720-42653998
22,0,25,136,0,195,412729-412720-42653998
20,0,55,7,1,195,412729-412720-42653998
54,0,55,117,0,196,412729-412720-43153431
55,0,75,61,1,196,412729-412720-43153431
19,0,25,53,1,196,412729-412720-43153431
31,0,85,7,1,196,412729-412720-43153431
14,0,25,19,1,196,412729-412720-43153431
47,0,50,160,0,196,412729-412720-43153431
15,0,35,13,1,196,412729-412720-43153431
25,0,60,14,1,196,412729-412720-43153431
78,0,80,162,0,196,412729-412720-43153431
40,0,55,62,1,196,412729-412720-43153431
11,0,30,7,1,196,412729-412720-43153431
67,0,75,119,1,196,412729-412720-43153431
34,0,35,186,0,196,412729-412720-43153431
27,0,50,21,1,196,412729-412720-43153431
69,0,85,91,1,196,412729-412720-43153431
49,0,60,89,1,196,412729-412720-43153431
80,0,85,157,1,196,412729-412720-43153431
24,0,35,29,1,196,412729-412720-43153431
33,0,80,14,1,196,412729-412720-43153431
28,0,30,179,0,196,412729-412720-43153431
34,0,50,30,1,196,412729-412720-43153431
25,0,30,80,1,196,412729-412720-43153431
41,0,75,20,1,196,412729-412720-43153431
54,0,60,111,1,196,412729-412720-43153431
54,0,80,30,1,196,412729-412720-43153431
22,0,25,136,0,196,412729-412720-43153431
20,0,55,7,1,196,412729-412720-43153431
54,0,55,117,0,197,412729-412720-42675455
55,0,75,61,1,197,412729-412720-42675455
19,0,25,53,1,197,412729-412720-42675455
31,0,85,7,1,197,412729-412720-42675455
14,0,25,19,1,197,412729-412720-42675455
47,0,50,160,0,197,412729-412720-42675455
15,0,35,13,1,197,412729-412720-42675455
25,0,60,14,1,197,412729-412720-42675455
78,0,80,162,0,197,412729-412720-42675455
40,0,55,62,1,197,412729-412720-42675455
11,0,30,7,1,197,412729-412720-42675455
67,0,75,119,1,197,412729-412720-42675455
34,0,35,186,0,197,412729-412720-42675455
27,0,50,21,1,197,412729-412720-42675455
69,0,85,91,1,197,412729-412720-42675455
49,0,60,89,1,197,412729-412720-42675455
80,0,85,157,0,197,412729-412720-42675455
24,0,35,29,1,197,412729-412720-42675455
33,0,80,14,1,197,412729-412720-42675455
28,0,30,179,0,197,412729-412720-42675455
34,0,50,30,1,197,412729-412720-42675455
25,0,30,80,0,197,412729-412720-42675455
41,0,75,20,1,197,412729-412720-42675455
54,0,60,111,1,197,412729-412720-42675455
54,0,80,30,1,197,412729-412720-42675455
22,0,25,136,0,197,412729-412720-42675455
20,0,55,7,1,197,412729-412720-42675455
54,0,55,117,0,198,412729-412720-42628198
55,0,75,61,1,198,412729-412720-42628198
19,0,25,53,0,198,412729-412720-42628198
31,0,85,7,1,198,412729-412720-42628198
14,0,25,19,1,198,412729-412720-42628198
47,0,50,160,0,198,412729-412720-42628198
15,0,35,13,1,198,412729-412720-42628198
25,0,60,14,1,198,412729-412720-42628198
78,0,80,162,0,198,412729-412720-42628198
40,0,55,62,0,198,412729-412720-42628198
11,0,30,7,1,198,412729-412720-42628198
67,0,75,119,0,198,412729-412720-42628198
34,0,35,186,0,198,412729-412720-42628198
27,0,50,21,1,198,412729-412720-42628198
69,0,85,91,0,198,412729-412720-42628198
49,0,60,89,0,198,412729-412720-42628198
80,0,85,157,0,198,412729-412720-42628198
24,0,35,29,0,198,412729-412720-42628198
33,0,80,14,1,198,412729-412720-42628198
28,0,30,179,0,198,412729-412720-42628198
34,0,50,30,1,198,412729-412720-42628198
25,0,30,80,0,198,412729-412720-42628198
41,0,75,20,1,198,412729-412720-42628198
54,0,60,111,0,198,412729-412720-42628198
54,0,80,30,1,198,412729-412720-42628198
22,0,25,136,0,198,412729-412720-42628198
20,0,55,7,1,198,412729-412720-42628198
54,0,55,117,0,199,412729-412720-42626190
55,0,75,61,1,199,412729-412720-42626190
19,0,25,53,0,199,412729-412720-42626190
31,0,85,7,1,199,412729-412720-42626190
14,0,25,19,1,199,412729-412720-42626190
47,0,50,160,0,199,412729-412720-42626190
15,0,35,13,1,199,412729-412720-42626190
25,0,60,14,1,199,412729-412720-42626190
78,0,80,162,0,199,412729-412720-42626190
40,0,55,62,1,199,412729-412720-42626190
11,0,30,7,1,199,412729-412720-42626190
67,0,75,119,0,199,412729-412720-42626190
34,0,35,186,0,199,412729-412720-42626190
27,0,50,21,1,199,412729-412720-42626190
69,0,85,91,0,199,412729-412720-42626190
49,0,60,89,0,199,412729-412720-42626190
80,0,85,157,0,199,412729-412720-42626190
24,0,35,29,1,199,412729-412720-42626190
33,0,80,14,1,199,412729-412720-42626190
28,0,30,179,0,199,412729-412720-42626190
34,0,50,30,1,199,412729-412720-42626190
25,0,30,80,0,199,412729-412720-42626190
41,0,75,20,1,199,412729-412720-42626190
54,0,60,111,0,199,412729-412720-42626190
54,0,80,30,1,199,412729-412720-42626190
22,0,25,136,0,199,412729-412720-42626190
20,0,55,7,1,199,412729-412720-42626190
54,0,55,117,0,200,412729-412720-43153512
55,0,75,61,1,200,412729-412720-43153512
19,0,25,53,1,200,412729-412720-43153512
31,0,85,7,1,200,412729-412720-43153512
14,0,25,19,1,200,412729-412720-43153512
47,0,50,160,0,200,412729-412720-43153512
15,0,35,13,1,200,412729-412720-43153512
25,0,60,14,1,200,412729-412720-43153512
78,0,80,162,0,200,412729-412720-43153512
40,0,55,62,1,200,412729-412720-43153512
11,0,30,7,1,200,412729-412720-43153512
67,0,75,119,0,200,412729-412720-43153512
34,0,35,186,0,200,412729-412720-43153512
27,0,50,21,1,200,412729-412720-43153512
69,0,85,91,0,200,412729-412720-43153512
49,0,60,89,0,200,412729-412720-43153512
80,0,85,157,0,200,412729-412720-43153512
24,0,35,29,1,200,412729-412720-43153512
33,0,80,14,1,200,412729-412720-43153512
28,0,30,179,0,200,412729-412720-43153512
34,0,50,30,1,200,412729-412720-43153512
25,0,30,80,0,200,412729-412720-43153512
41,0,75,20,1,200,412729-412720-43153512
54,0,60,111,0,200,412729-412720-43153512
54,0,80,30,1,200,412729-412720-43153512
22,0,25,136,0,200,412729-412720-43153512
20,0,55,7,1,200,412729-412720-43153512
54,0,55,117,0,201,412729-412720-42949798
55,0,75,61,1,201,412729-412720-42949798
19,0,25,53,0,201,412729-412720-42949798
31,0,85,7,1,201,412729-412720-42949798
14,0,25,19,1,201,412729-412720-42949798
47,0,50,160,0,201,412729-412720-42949798
15,0,35,13,1,201,412729-412720-42949798
25,0,60,14,1,201,412729-412720-42949798
78,0,80,162,0,201,412729-412720-42949798
40,0,55,62,1,201,412729-412720-42949798
11,0,30,7,1,201,412729-412720-42949798
67,0,75,119,0,201,412729-412720-42949798
34,0,35,186,0,201,412729-412720-42949798
27,0,50,21,1,201,412729-412720-42949798
69,0,85,91,1,201,412729-412720-42949798
49,0,60,89,1,201,412729-412720-42949798
80,0,85,157,0,201,412729-412720-42949798
24,0,35,29,1,201,412729-412720-42949798
33,0,80,14,1,201,412729-412720-42949798
28,0,30,179,0,201,412729-412720-42949798
34,0,50,30,1,201,412729-412720-42949798
25,0,30,80,0,201,412729-412720-42949798
41,0,75,20,1,201,412729-412720-42949798
54,0,60,111,0,201,412729-412720-42949798
54,0,80,30,1,201,412729-412720-42949798
22,0,25,136,0,201,412729-412720-42949798
20,0,55,7,1,201,412729-412720-42949798
54,0,55,117,0,202,412729-412720-43033137
